opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
KAPPUUYY,1,1,85,Won,2017-08-31,2017-11-24,594.0
WNTAT1OT,22,1,,Engaging,2017-08-31,,
WRLAVDPH,19,2,26,Won,2017-08-31,2017-09-02,4958.0
1W5FOS69,19,2,49,Won,2017-08-31,2017-11-30,4201.0
GFBJXXI1,2,3,68,Lost,2017-08-31,2017-09-13,0.0
2HYR0Q4Y,13,4,56,Lost,2017-08-31,2017-11-13,0.0
XVM3UK16,18,5,49,Lost,2017-08-31,2017-11-06,0.0
CDAMI76Z,10,5,23,Won,2017-08-31,2017-09-10,5293.0
6M77EGH7,20,4,26,Won,2017-08-31,2017-11-26,4456.0
9CLDDA0W,26,6,51,Lost,2017-08-31,2017-11-18,0.0
8CQ2I2P2,6,2,29,Lost,2017-08-31,2017-11-18,0.0
GEFQNRF3,6,1,29,Won,2017-08-31,2017-12-20,525.0
EDM7CEZ6,32,2,53,Engaging,2017-08-31,,
XBPJ6M4K,31,1,23,Engaging,2017-08-31,,
XRZNF1LQ,31,2,,Engaging,2017-08-31,,
PCQUKUM5,7,5,19,Won,2017-08-31,2017-09-16,4809.0
6CT660FF,34,6,,Engaging,2017-08-31,,
MZ987882,5,6,76,Won,2017-08-31,2017-12-17,1374.0
02EC1993,5,3,62,Won,2017-08-31,2017-11-08,57.0
NUS67BOQ,14,1,,Engaging,2017-08-31,,
UQCPNZO1,3,1,85,Won,2017-08-31,2017-09-15,552.0
0NP0XPLQ,3,3,72,Won,2017-08-31,2017-09-03,59.0
S2WRH3QA,3,4,3,Won,2017-08-31,2017-09-30,4011.0
RTX8ZJXT,24,1,,Engaging,2017-08-31,,
QJV1UWL5,24,3,58,Won,2017-08-31,2017-12-20,54.0
GNAX12Z6,24,4,33,Won,2017-08-31,2017-09-07,3337.0
62NZ0THZ,12,3,80,Won,2017-08-31,2017-09-22,60.0
6C6Z3HRA,33,1,,Engaging,2017-08-31,,
PSKWV2JJ,33,6,6,Won,2017-08-31,2017-11-19,1011.0
05HLE3JL,1,1,66,Won,2017-09-01,2017-12-03,514.0
CAF97SA2,1,6,68,Won,2017-09-01,2017-11-13,1060.0
AAFPTXEB,1,3,73,Won,2017-09-01,2017-11-08,58.0
102XKYAC,19,2,84,Engaging,2017-09-01,,
D74OAJB4,2,4,39,Lost,2017-09-01,2017-12-01,0.0
A5SCVK7E,13,5,32,Engaging,2017-09-01,,
CQDL6WZX,10,2,39,Lost,2017-09-01,2017-09-17,0.0
VAV3N62C,10,2,9,Won,2017-09-01,2017-09-12,4375.0
OK7R7I2A,10,2,60,Won,2017-09-01,2017-12-04,4819.0
ASZNII2J,28,3,,Engaging,2017-09-01,,
IOMVIZR8,8,2,66,Won,2017-09-01,2017-11-04,5729.0
BTT2TM8O,8,4,76,Won,2017-09-01,2017-11-06,3447.0
KAGK2GQJ,30,5,,Engaging,2017-09-01,,
FYNL84HO,30,5,17,Won,2017-09-01,2017-11-13,6101.0
ZBB9CDO4,32,6,41,Won,2017-09-01,2017-09-18,1088.0
IV5UVG0R,32,5,70,Won,2017-09-01,2017-09-17,5431.0
TDHFX8SC,32,3,36,Won,2017-09-01,2017-12-13,50.0
7OXU784Y,32,3,44,Won,2017-09-01,2017-11-25,62.0
MA6F51AR,31,3,83,Won,2017-09-01,2017-11-29,57.0
WDT43Q6O,9,6,85,Won,2017-09-01,2017-09-14,1098.0
XKYHE3OH,14,6,74,Won,2017-09-01,2017-11-16,975.0
R65NL57V,14,3,56,Won,2017-09-01,2017-11-05,56.0
AKBRVLRZ,3,3,29,Won,2017-09-01,2017-09-14,63.0
8FZ7CWPP,3,3,39,Won,2017-09-01,2017-09-11,61.0
EQPGDVWK,33,1,46,Won,2017-09-01,2017-12-03,614.0
I819UEG6,1,3,30,Lost,2017-09-02,2017-11-04,0.0
TXZTEEUJ,10,2,3,Lost,2017-09-02,2017-12-13,0.0
6OD1J7MW,28,5,54,Engaging,2017-09-02,,
XO8TRDKK,15,3,1,Won,2017-09-02,2017-09-17,57.0
74YNCNQM,8,3,16,Won,2017-09-02,2017-12-04,58.0
I5QVV9C5,26,6,35,Lost,2017-09-02,2017-12-20,0.0
SS0ZF7SG,26,4,32,Won,2017-09-02,2017-12-15,3482.0
2GRNCODO,30,5,35,Lost,2017-09-02,2017-11-05,0.0
2UNAJCGN,30,5,64,Lost,2017-09-02,2017-11-11,0.0
ZP5Q4YUJ,30,1,55,Won,2017-09-02,2017-11-24,529.0
7XL4JYSB,31,4,6,Lost,2017-09-02,2017-11-24,0.0
HEZ8H6MK,31,1,55,Won,2017-09-02,2017-11-08,505.0
50AWO49B,27,1,65,Won,2017-09-02,2017-12-27,456.0
CID4Y877,7,6,4,Lost,2017-09-02,2017-12-13,0.0
T20CPZ52,7,6,66,Lost,2017-09-02,2017-11-29,0.0
HVF0VLJ3,3,1,29,Lost,2017-09-02,2017-11-11,0.0
A86ZEF94,3,3,36,Lost,2017-09-02,2017-11-30,0.0
8OMML4E8,24,1,47,Won,2017-09-02,2017-09-16,555.0
283Y9ULR,24,3,44,Won,2017-09-02,2017-09-23,47.0
J0G6ZLYZ,33,5,,Engaging,2017-09-02,,
C0LNV4PU,33,1,24,Won,2017-09-02,2017-12-04,585.0
YB6UP71G,1,3,4,Won,2017-09-03,2017-09-06,64.0
A30VAQHM,1,3,38,Won,2017-09-03,2017-11-21,58.0
LOQ46F0T,19,1,,Engaging,2017-09-03,,
ZH2TBHVZ,20,1,27,Won,2017-09-03,2017-09-08,635.0
UKJO54QY,20,2,18,Won,2017-09-03,2017-09-13,5626.0
9868N4GB,20,4,78,Won,2017-09-03,2017-12-14,3595.0
JKAYQ4HQ,28,3,,Engaging,2017-09-03,,
L5UKY73S,8,2,73,Lost,2017-09-03,2017-11-04,0.0
7DDPLMQ5,8,2,38,Won,2017-09-03,2017-12-02,4981.0
DZP41ANW,26,6,,Engaging,2017-09-03,,
GRYHHER0,26,3,23,Engaging,2017-09-03,,
4KVZVHNN,30,1,35,Won,2017-09-03,2017-09-14,524.0
ULWQ61OZ,30,3,50,Won,2017-09-03,2017-12-06,54.0
FKU9TS06,6,2,25,Won,2017-09-03,2017-09-16,5080.0
H8XH5MFQ,31,5,,Engaging,2017-09-03,,
OPFBXGFV,27,3,61,Won,2017-09-03,2017-12-12,50.0
UCV49FYZ,34,5,50,Won,2017-09-03,2017-09-09,6656.0
F58R70DY,21,2,18,Won,2017-09-03,2017-09-10,4641.0
1H2PVLZ3,25,7,77,Won,2017-09-03,2017-11-10,26186.0
YPM5PZMD,24,3,,Engaging,2017-09-03,,
DV6WD759,24,4,51,Won,2017-09-03,2017-09-14,4251.0
OGHK250E,12,1,,Engaging,2017-09-03,,
SBC67V5T,12,3,26,Won,2017-09-03,2017-09-11,51.0
IDGLZJRX,12,3,27,Won,2017-09-03,2017-11-09,62.0
VYG4BHEE,33,1,31,Lost,2017-09-03,2017-11-01,0.0
YFTW9Z69,1,4,66,Lost,2017-09-04,2017-11-12,0.0
92IDH7MB,1,3,62,Won,2017-09-04,2017-11-21,58.0
NR1JSUPQ,22,6,20,Won,2017-09-04,2017-11-11,973.0
ZNOARPNW,22,5,43,Won,2017-09-04,2017-09-13,4954.0
FNKZKHTJ,19,2,12,Won,2017-09-04,2017-09-06,5113.0
KXR63BV7,13,2,,Engaging,2017-09-04,,
UAVOPRPV,13,5,78,Won,2017-09-04,2017-12-26,4631.0
VMUTS9GK,18,5,12,Won,2017-09-04,2017-11-01,5807.0
SZPU1DSR,10,6,36,Lost,2017-09-04,2017-11-30,0.0
9EGLQG3N,8,1,85,Won,2017-09-04,2017-12-14,640.0
BL23633Z,8,4,45,Won,2017-09-04,2017-11-25,3830.0
87G25M68,30,5,10,Won,2017-09-04,2017-12-28,5285.0
8F3RA844,6,2,3,Lost,2017-09-04,2017-11-19,0.0
VJ1FT11H,32,1,77,Lost,2017-09-04,2017-11-18,0.0
TKI8MEZZ,5,6,16,Won,2017-09-04,2017-12-31,975.0
QSHP9AHU,5,6,25,Won,2017-09-04,2017-12-13,847.0
MIDW7Q49,9,4,57,Won,2017-09-04,2017-12-15,2814.0
PW7QNSFG,25,4,47,Won,2017-09-04,2017-11-06,3275.0
WGYE40NI,3,3,3,Won,2017-09-04,2017-12-26,41.0
HLX6W646,24,5,14,Won,2017-09-04,2017-11-19,5185.0
6VMQQKLJ,24,2,14,Won,2017-09-04,2017-09-15,5191.0
VKIR68JX,12,6,,Engaging,2017-09-04,,
FYS6IZO4,12,3,49,Won,2017-09-04,2017-11-07,59.0
7OSD4T24,12,3,63,Won,2017-09-04,2017-12-08,54.0
W533W8G6,33,1,,Engaging,2017-09-04,,
RW3CJO8D,33,4,,Engaging,2017-09-04,,
5E274CQS,22,2,,Engaging,2017-09-05,,
H29A7E6X,13,6,40,Won,2017-09-05,2017-11-17,1076.0
IDN254QN,18,1,56,Won,2017-09-05,2017-11-20,490.0
W3U1N1RV,10,5,15,Lost,2017-09-05,2017-11-24,0.0
5LPKNEEI,10,2,3,Lost,2017-09-05,2017-09-13,0.0
073UCD9F,8,3,3,Lost,2017-09-05,2017-12-10,0.0
7GDSUY9K,26,5,45,Engaging,2017-09-05,,
H5J7C2FE,32,1,,Engaging,2017-09-05,,
DCZOTU5X,31,1,44,Lost,2017-09-05,2017-11-13,0.0
KUJ5M6J3,31,2,46,Won,2017-09-05,2017-12-27,5663.0
YGUOEIEG,27,6,36,Lost,2017-09-05,2017-11-06,0.0
1UW6ILCH,34,1,5,Engaging,2017-09-05,,
CRL6IB5Z,9,6,60,Lost,2017-09-05,2017-11-26,0.0
STVHD67J,9,6,19,Won,2017-09-05,2017-09-16,1166.0
I3TDKU30,25,3,50,Lost,2017-09-05,2017-09-14,0.0
YUVNXSSD,3,3,45,Lost,2017-09-05,2017-09-15,0.0
AZJXZFMR,3,3,57,Lost,2017-09-05,2017-11-26,0.0
2WPEOPIF,24,1,47,Won,2017-09-05,2017-12-04,491.0
XMCRTC2K,24,5,33,Won,2017-09-05,2017-11-07,5532.0
ZDVZB8PX,24,4,6,Won,2017-09-05,2017-11-14,3930.0
5JS6JI3P,24,4,46,Won,2017-09-05,2017-11-21,2689.0
X6NSKI7H,19,1,,Engaging,2017-09-06,,
FH30JK3J,19,6,52,Engaging,2017-09-06,,
ZPXE49AP,18,1,,Engaging,2017-09-06,,
8DPUST4Y,10,2,11,Won,2017-09-06,2017-11-19,5987.0
L1QNLM08,10,2,73,Won,2017-09-06,2017-12-30,5141.0
S4YQYJPM,10,3,11,Won,2017-09-06,2017-09-13,48.0
6BQMENQR,20,2,56,Lost,2017-09-06,2017-11-03,0.0
XAS0EL71,20,4,78,Won,2017-09-06,2017-09-20,3206.0
GQNM1QP8,28,3,46,Won,2017-09-06,2017-11-29,61.0
9CK2HTJP,15,6,1,Lost,2017-09-06,2017-12-04,0.0
J96E49Z1,8,2,45,Won,2017-09-06,2017-11-22,5078.0
X96KGPI8,6,1,67,Lost,2017-09-06,2017-11-19,0.0
JJDL1F8R,6,1,68,Won,2017-09-06,2017-11-07,532.0
U1XSUD1P,32,1,,Engaging,2017-09-06,,
0J24X1Y0,32,3,47,Won,2017-09-06,2017-09-15,56.0
OM8LELJW,31,1,40,Engaging,2017-09-06,,
SEYFLN8Y,27,6,61,Won,2017-09-06,2017-12-09,1182.0
EID3MR9L,7,5,25,Won,2017-09-06,2017-12-20,5788.0
ID2VJE8V,3,3,68,Lost,2017-09-06,2017-09-13,0.0
T3W0Z8KP,3,3,9,Won,2017-09-06,2017-09-12,61.0
2WZU46RL,24,2,61,Won,2017-09-06,2017-12-16,5115.0
576N6HHJ,24,2,79,Won,2017-09-06,2017-09-15,5227.0
WEES59KH,12,3,,Engaging,2017-09-06,,
WOS93VI5,16,6,81,Won,2017-09-06,2017-12-06,1144.0
95YT659K,33,3,34,Engaging,2017-09-06,,
RKI7OEP9,1,3,67,Lost,2017-09-07,2017-11-18,0.0
D9CS7EIY,1,6,59,Won,2017-09-07,2017-12-12,1249.0
IOPIJ6C6,22,6,,Engaging,2017-09-07,,
J1VGTXQS,22,6,69,Won,2017-09-07,2017-12-03,1106.0
T87FD71P,19,6,8,Won,2017-09-07,2017-11-18,1251.0
P4PX93RN,13,2,56,Lost,2017-09-07,2017-11-18,0.0
RLJI4F93,13,2,20,Won,2017-09-07,2017-09-18,4975.0
AE306TJU,13,3,74,Won,2017-09-07,2017-09-17,54.0
D3BO9JDM,10,2,59,Won,2017-09-07,2017-11-09,3975.0
DPDUK8RG,10,4,11,Won,2017-09-07,2017-09-12,2969.0
AR35V2L2,15,1,69,Won,2017-09-07,2017-09-13,558.0
FAKATVRQ,8,2,39,Lost,2017-09-07,2017-11-29,0.0
9SU2A73Y,6,1,3,Won,2017-09-07,2017-09-18,585.0
98R4AZA8,31,1,54,Won,2017-09-07,2017-12-17,566.0
9FE75D1D,27,2,61,Won,2017-09-07,2017-11-16,4722.0
S5NVSXEX,5,6,12,Won,2017-09-07,2017-12-11,1033.0
C6F5DTFR,9,1,19,Won,2017-09-07,2017-12-19,587.0
R4X2MOO1,21,5,63,Lost,2017-09-07,2017-11-27,0.0
QEZ2X87C,25,3,40,Engaging,2017-09-07,,
8FULX0EA,3,3,25,Won,2017-09-07,2017-11-02,62.0
WA5NRVIG,3,3,45,Won,2017-09-07,2017-12-12,54.0
XO7D3NYR,24,1,12,Won,2017-09-07,2017-11-03,499.0
ZN8LHN9B,16,5,84,Lost,2017-09-07,2017-11-17,0.0
S8FODURJ,33,1,50,Engaging,2017-09-07,,
BFH34LVO,33,1,22,Won,2017-09-07,2017-11-26,458.0
QHVGK8DM,33,3,12,Won,2017-09-07,2017-11-30,61.0
BALJ5E9J,1,3,73,Lost,2017-09-08,2017-12-17,0.0
3Y6REURA,1,5,25,Won,2017-09-08,2017-09-24,5600.0
3UI5JBOA,22,5,74,Lost,2017-09-08,2017-11-19,0.0
8AKZH8QS,22,6,84,Won,2017-09-08,2017-12-17,1259.0
FAS1KT97,22,6,84,Won,2017-09-08,2017-09-14,1114.0
RAPX57I3,22,3,43,Won,2017-09-08,2017-11-25,57.0
UZ4JMG8Z,19,6,18,Lost,2017-09-08,2017-11-25,0.0
PV411N8I,2,3,62,Lost,2017-09-08,2017-11-17,0.0
C58775JM,13,2,7,Lost,2017-09-08,2017-12-30,0.0
A2PIOJWL,18,2,2,Lost,2017-09-08,2017-09-19,0.0
SSEOGPPI,10,4,25,Won,2017-09-08,2017-09-10,3346.0
5MFY1D4C,20,1,42,Lost,2017-09-08,2017-09-18,0.0
PQLMEIG0,20,1,42,Lost,2017-09-08,2017-09-22,0.0
6CV2KEKP,20,4,52,Lost,2017-09-08,2017-09-16,0.0
FQD0IJBC,28,1,33,Lost,2017-09-08,2017-11-25,0.0
EJGRLQP8,30,2,,Engaging,2017-09-08,,
8DDR4MUL,30,4,,Engaging,2017-09-08,,
E28C318S,30,1,51,Won,2017-09-08,2017-11-04,546.0
6BUW3ZVC,6,1,4,Lost,2017-09-08,2017-11-04,0.0
ZW5XV2QY,32,1,10,Lost,2017-09-08,2017-11-14,0.0
MOSX49BG,32,1,24,Won,2017-09-08,2017-11-24,596.0
BDEP8ZEH,31,6,65,Lost,2017-09-08,2017-12-21,0.0
WSKZBAYI,31,6,21,Won,2017-09-08,2017-12-08,1171.0
19H5KFIC,7,6,29,Won,2017-09-08,2017-12-03,1021.0
H0RRUQZ6,34,3,,Engaging,2017-09-08,,
7PCCI1U2,21,4,42,Lost,2017-09-08,2017-11-17,0.0
8XXD2LMP,14,5,18,Lost,2017-09-08,2017-12-02,0.0
USNQY75J,33,3,21,Lost,2017-09-08,2017-11-04,0.0
EI7DU48C,33,4,42,Lost,2017-09-08,2017-12-14,0.0
1A1BI5VB,22,2,49,Won,2017-09-09,2017-09-22,4609.0
UYJVA76O,19,6,81,Lost,2017-09-09,2017-11-21,0.0
DR2H05BG,2,1,4,Won,2017-09-09,2017-09-22,600.0
M765WQ4W,13,2,44,Won,2017-09-09,2017-09-13,5067.0
2PXZ68OA,10,2,62,Won,2017-09-09,2017-12-05,5127.0
TDVM9PDL,20,1,26,Won,2017-09-09,2017-12-26,547.0
LBYGH8WS,15,5,56,Lost,2017-09-09,2017-09-27,0.0
NJC4XMEN,30,6,37,Engaging,2017-09-09,,
OBCBK0XR,32,4,22,Lost,2017-09-09,2017-11-30,0.0
IX8AYR6F,32,1,22,Won,2017-09-09,2017-12-14,582.0
4LVXK5H1,32,6,41,Won,2017-09-09,2017-09-25,1047.0
O5CWW9P3,4,3,25,Lost,2017-09-09,2017-11-21,0.0
IMLFM79C,27,6,,Engaging,2017-09-09,,
DPXZ0ONG,9,2,23,Lost,2017-09-09,2017-11-15,0.0
2LOQKW1C,9,1,16,Won,2017-09-09,2017-09-24,568.0
MA1LQG9S,9,5,38,Won,2017-09-09,2017-11-27,6255.0
YR4EFQ4C,21,2,8,Won,2017-09-09,2017-12-03,4647.0
KB7DTUXO,14,2,75,Won,2017-09-09,2017-11-08,5042.0
JMQRT3TC,3,3,19,Won,2017-09-09,2017-12-31,57.0
XETHS437,3,3,60,Won,2017-09-09,2017-12-07,53.0
6EYTZB6F,3,4,45,Won,2017-09-09,2017-12-12,3811.0
DXY9EZ55,24,1,36,Won,2017-09-09,2017-12-12,456.0
ESZPH44N,12,2,49,Lost,2017-09-09,2017-12-19,0.0
ITDTMROU,19,4,78,Won,2017-09-10,2017-12-05,3371.0
IFO74RWI,2,6,73,Won,2017-09-10,2017-11-29,1151.0
4O6T16XI,2,4,62,Won,2017-09-10,2017-12-25,3748.0
SUPA1RHK,13,5,74,Won,2017-09-10,2017-09-15,5717.0
MDHD11QD,13,2,18,Won,2017-09-10,2017-09-15,5027.0
PERK5YXJ,18,6,40,Won,2017-09-10,2017-12-13,1111.0
MUUNQNG2,10,6,4,Won,2017-09-10,2017-09-17,1159.0
J1SCD7QL,10,4,57,Won,2017-09-10,2017-11-06,3251.0
9LILLW96,15,5,8,Lost,2017-09-10,2017-11-01,0.0
R0DKB8FJ,8,4,28,Lost,2017-09-10,2017-12-07,0.0
S5R9O6TL,8,6,11,Won,2017-09-10,2017-12-18,1083.0
N78A330G,8,3,4,Won,2017-09-10,2017-11-08,54.0
ZGW9SCQ0,26,4,,Engaging,2017-09-10,,
ZHI12PI4,26,4,6,Won,2017-09-10,2017-12-29,3302.0
34XWXEQE,30,2,,Engaging,2017-09-10,,
38ZR3URJ,30,1,31,Won,2017-09-10,2017-11-25,552.0
6DJ817MW,30,1,64,Won,2017-09-10,2017-11-16,468.0
9HCLI5PO,6,1,15,Lost,2017-09-10,2017-11-17,0.0
PRY70ISY,6,1,36,Lost,2017-09-10,2017-12-04,0.0
8NG46N94,32,2,,Engaging,2017-09-10,,
CS2ZS0B4,32,5,58,Lost,2017-09-10,2017-09-27,0.0
R7LGVRHC,32,2,41,Won,2017-09-10,2017-11-12,4467.0
3KLVZN6M,31,1,10,Won,2017-09-10,2017-12-05,538.0
WGSLK719,31,4,79,Won,2017-09-10,2017-12-12,3021.0
0MMDQ1OR,4,1,11,Won,2017-09-10,2017-11-12,511.0
SMQV0BRI,34,5,6,Won,2017-09-10,2017-09-21,5832.0
XT8HCGAD,25,3,8,Engaging,2017-09-10,,
WIQQUZRQ,25,3,,Engaging,2017-09-10,,
X56STCJP,3,5,38,Lost,2017-09-10,2017-09-30,0.0
K214R7RK,3,4,13,Lost,2017-09-10,2017-11-24,0.0
NR9UD54C,3,3,76,Won,2017-09-10,2017-11-27,50.0
GTXI4PAR,24,4,61,Lost,2017-09-10,2017-11-24,0.0
T94JAB4C,24,3,54,Won,2017-09-10,2017-11-22,58.0
8YOOE8I5,12,1,74,Lost,2017-09-10,2017-11-24,0.0
8G2OTKLL,12,3,49,Won,2017-09-10,2017-09-27,66.0
LOHJU3OB,33,2,,Engaging,2017-09-10,,
LW0Z6TMR,1,1,23,Lost,2017-09-11,2017-09-13,0.0
R3NAMX4P,1,5,72,Lost,2017-09-11,2017-11-14,0.0
VYJ20GOM,1,3,9,Won,2017-09-11,2017-11-17,44.0
GIWI7CWJ,22,6,44,Won,2017-09-11,2017-12-30,1140.0
VTO3SNNX,19,5,82,Won,2017-09-11,2017-09-21,5245.0
OVPNOM6O,2,5,30,Won,2017-09-11,2017-12-04,5520.0
0558PJL2,13,1,,Engaging,2017-09-11,,
JB60NPU9,13,2,,Engaging,2017-09-11,,
6KM4E0V1,10,5,38,Lost,2017-09-11,2017-11-19,0.0
QWIPE5FB,10,2,59,Lost,2017-09-11,2017-11-14,0.0
BZPU6P5P,15,3,80,Lost,2017-09-11,2017-12-23,0.0
ZCFAVNF3,8,3,68,Won,2017-09-11,2017-09-20,53.0
77IBMLTB,30,5,,Engaging,2017-09-11,,
RDMKSDT0,32,5,55,Won,2017-09-11,2017-12-10,4872.0
QPCY8RU0,31,1,17,Lost,2017-09-11,2017-11-24,0.0
Y93GK95W,27,4,35,Won,2017-09-11,2017-09-21,3138.0
ZPB5KNCD,34,1,24,Lost,2017-09-11,2017-09-28,0.0
ZDAJ4PFJ,5,1,4,Won,2017-09-11,2017-12-03,513.0
7VHJG9J1,21,6,40,Lost,2017-09-11,2017-12-28,0.0
S2XTTF3B,25,3,,Engaging,2017-09-11,,
8XY5IA68,14,2,65,Engaging,2017-09-11,,
EHPG1PNC,12,1,42,Won,2017-09-11,2017-12-18,644.0
RKOQZJZR,33,6,41,Engaging,2017-09-11,,
3CJMQNT0,33,2,47,Lost,2017-09-11,2017-11-14,0.0
1MTLDVU8,33,1,51,Won,2017-09-11,2017-09-19,560.0
4Z7LYTKN,1,5,73,Lost,2017-09-12,2017-12-06,0.0
MX0QEMEB,1,4,67,Lost,2017-09-12,2017-11-27,0.0
Y25T06D2,1,6,15,Won,2017-09-12,2017-12-26,866.0
JY5LPMSJ,22,6,56,Lost,2017-09-12,2017-09-19,0.0
8V5OCDHN,19,1,,Engaging,2017-09-12,,
YND6FAFG,13,3,42,Lost,2017-09-12,2017-12-01,0.0
D4PEXI47,10,2,38,Lost,2017-09-12,2017-11-15,0.0
WRSA8PVU,10,1,23,Won,2017-09-12,2017-12-16,626.0
965CJ4YG,10,2,72,Won,2017-09-12,2017-12-03,4079.0
ML5QMJPM,15,4,44,Won,2017-09-12,2017-12-05,3497.0
EWEW7ZMQ,15,4,53,Won,2017-09-12,2017-11-16,3072.0
JY8W2PKW,8,4,28,Lost,2017-09-12,2017-12-15,0.0
JFBWABB1,26,4,46,Won,2017-09-12,2017-11-26,3473.0
A0Z6FYRO,6,1,13,Won,2017-09-12,2017-09-19,530.0
51AC0Q99,6,6,30,Won,2017-09-12,2017-12-16,1066.0
897MKBP9,6,3,9,Won,2017-09-12,2017-12-18,64.0
Y5IRSKVA,6,3,57,Won,2017-09-12,2017-12-25,59.0
QS440NN9,31,6,32,Won,2017-09-12,2017-11-30,1077.0
JOKH5C6I,31,2,70,Won,2017-09-12,2017-11-21,4999.0
1MZ8GDLF,7,3,3,Won,2017-09-12,2017-09-21,72.0
64SDWSQH,34,5,42,Won,2017-09-12,2017-09-20,4870.0
XS7CNY5H,21,6,37,Lost,2017-09-12,2017-09-20,0.0
U0SS8E43,21,2,82,Lost,2017-09-12,2017-12-18,0.0
2MH79C2B,3,3,45,Won,2017-09-12,2017-09-26,54.0
3YZFYEMI,3,3,72,Won,2017-09-12,2017-12-09,50.0
I35REHYN,24,1,28,Engaging,2017-09-12,,
Y3AAS62P,24,6,83,Engaging,2017-09-12,,
BPPV8ZSB,24,3,77,Lost,2017-09-12,2017-11-01,0.0
3NC5XSDF,12,4,,Engaging,2017-09-12,,
DRJG2FVR,12,5,37,Lost,2017-09-12,2017-09-15,0.0
SWXO4J19,33,6,44,Won,2017-09-12,2017-11-20,1029.0
07DPEL0B,1,1,9,Won,2017-09-13,2017-11-25,629.0
5X3TSUA9,19,6,,Engaging,2017-09-13,,
7GDRCAJR,19,1,40,Won,2017-09-13,2017-09-24,600.0
EJ8YBRD3,13,1,44,Lost,2017-09-13,2017-11-03,0.0
G7HADWB0,13,2,43,Won,2017-09-13,2017-09-18,4535.0
9DY57A6F,18,2,,Engaging,2017-09-13,,
M3IFAMV2,20,4,52,Lost,2017-09-13,2017-11-29,0.0
65AT4VFM,28,3,14,Lost,2017-09-13,2017-09-19,0.0
H6SE0L31,8,2,13,Won,2017-09-13,2017-09-29,4805.0
ZQC7YA4X,32,2,42,Lost,2017-09-13,2017-11-17,0.0
J9V49YC3,31,5,46,Won,2017-09-13,2017-12-12,5158.0
H3ZS0FBT,7,1,9,Won,2017-09-13,2017-11-21,477.0
GIIHTQGY,34,5,47,Won,2017-09-13,2017-11-16,4972.0
0LTBCZHI,9,4,73,Won,2017-09-13,2017-11-30,3902.0
8U0BUWUQ,21,6,56,Won,2017-09-13,2017-12-14,1176.0
ROD5WJDM,21,2,80,Won,2017-09-13,2017-12-14,4140.0
86GSJWQW,25,3,31,Won,2017-09-13,2017-11-30,54.0
EQ0PLA0O,24,3,,Engaging,2017-09-13,,
B7BT5DB8,24,3,14,Won,2017-09-13,2017-11-29,51.0
NJTWATVH,33,1,46,Won,2017-09-13,2017-09-21,518.0
ZLIQCT7V,33,1,65,Won,2017-09-13,2017-12-06,505.0
0U0GUDIX,1,5,66,Won,2017-09-14,2017-09-18,5421.0
MN4ZHCUZ,19,2,42,Won,2017-09-14,2017-11-23,3822.0
06H63NKF,10,2,13,Lost,2017-09-14,2017-11-20,0.0
GBRQN296,20,4,52,Won,2017-09-14,2017-12-17,3331.0
RBHXB5V5,26,3,83,Lost,2017-09-14,2017-11-27,0.0
59O0CDJE,30,1,51,Won,2017-09-14,2017-12-20,504.0
RU9Y6GR1,30,6,54,Won,2017-09-14,2017-12-10,1117.0
GIZAD3ZN,30,2,47,Won,2017-09-14,2017-12-07,5230.0
6CXJOT2A,32,2,21,Won,2017-09-14,2017-09-16,4844.0
Y9NTV3K5,32,4,46,Won,2017-09-14,2017-09-23,3596.0
GPVQIS5U,31,2,54,Lost,2017-09-14,2017-09-30,0.0
LI9RCAQ6,31,2,61,Won,2017-09-14,2017-11-01,4593.0
DT8SWPLT,4,1,15,Won,2017-09-14,2017-12-12,545.0
URRBXP0V,4,4,57,Won,2017-09-14,2017-11-08,3362.0
CNAQ6R7T,7,6,4,Won,2017-09-14,2017-12-14,1086.0
VRWH3YJV,34,5,,Engaging,2017-09-14,,
FBYWCLLS,21,1,1,Lost,2017-09-14,2017-09-28,0.0
ZJAIST7C,14,2,44,Won,2017-09-14,2017-12-31,5153.0
8EQRW9H5,3,3,45,Lost,2017-09-14,2017-11-29,0.0
F0KWRLK1,24,2,44,Won,2017-09-14,2017-11-15,5348.0
JBECEURV,33,1,,Engaging,2017-09-14,,
HHP6R0IX,33,2,24,Won,2017-09-14,2017-11-05,5170.0
XMRZQ8PR,33,2,61,Won,2017-09-14,2017-09-25,4050.0
ER0U0TOC,13,1,,Engaging,2017-09-15,,
77JIGDNZ,18,6,8,Lost,2017-09-15,2017-12-07,0.0
DK6L8Y0Y,18,6,75,Won,2017-09-15,2017-09-29,1221.0
KA6SVT1C,10,4,72,Lost,2017-09-15,2017-11-16,0.0
8ARRIREI,10,5,76,Won,2017-09-15,2017-12-09,5669.0
W3LRLMKP,8,5,23,Won,2017-09-15,2017-12-19,5385.0
HQKUH8XA,27,1,36,Lost,2017-09-15,2017-12-27,0.0
6R6T68GL,27,3,83,Won,2017-09-15,2017-12-09,48.0
PGT70Q4T,27,4,54,Won,2017-09-15,2017-12-01,3663.0
24K085JJ,34,6,,Engaging,2017-09-15,,
EMORZ8R8,34,2,34,Won,2017-09-15,2017-09-30,4695.0
V6RULHFZ,24,3,21,Lost,2017-09-15,2017-12-30,0.0
